"doc_id","doc_name","arm_number","position","description","head"
"2347b3d8-5182-467c-ba35-c78c5bc909b5","05-Garderet-L","1","Paragraph 2","This international randomized , controlled , open - label study enrolled 269 patients from 60 centers and randomly assigned them to the triple combination VTD or to the dual combination TD ( CONSORT diagram ; Fig 1 ) . Patients were stratified by number of previous ASCTs and by center at screening . All patients received thalidomide scheduled at 200 mg per day orally for 1 year and dexamethasone 40 mg per day orally for four days every 3 weeks for 1 year . Patients assigned to VTD received 1.3 mg / m 2 bortezomib as an intravenous bolus on days 1 , 4 , 8 , and 11 followed by a 10-day rest period ( day 12 to day 21 ) for eight cycles ( 6 months ) and then on days 1 , 8 , 15 , and 22 followed by a 20-day rest period ( day 23 to day 42 ) for four cycles ( 6 months ) . Antithrombotic prophylaxis was mandatory in both arms . Enoxaparin ( 40 mg per day subcutaneously ) was used for primary prophylaxis , and warfarin was used for secondary prophylaxis . Prophylaxis against herpes zoster infection was highly recommended in the VTD arm . Transfusion support as well as neutrophils and erythropoietic growth factors were allowed . Bisphosphonates were used according to established guidelines . Dose reduction strategies were recommended for significant toxicities .","Study Design and Treatment"
"2347b3d8-5182-467c-ba35-c78c5bc909b5","05-Garderet-L","1","Paragraph 3","Study treatment continued for 1 year . Treatment was withheld on withdrawal of the patient 's consent , disease progression , or the occurrence of any grade 4 toxic effects . Patients who were still responding after 1 year of treatment could continue , provided that treatment was tolerated . A new transplantation , either autologous or allogeneic , could be performed only in patients who completed the planned 1-year treatment . The study did not allow crossover from the TD arm to the VTD arm .","Study Design and Treatment"
"2347b3d8-5182-467c-ba35-c78c5bc909b5","05-Garderet-L","1","Paragraph 4","The primary end point was TTP , defined as the interval from random assignment to disease progression , and was assessed on the intent - to - treat ( ITT ) population . Secondary end points included progression - free survival ( PFS ) , defined as time from random assignment to progression or death from any cause , OS , defined as the interval from random assignment to death from any cause , overall response rate ( CR ϩ PR ) , and safety .","Study Design and Treatment"
"2347b3d8-5182-467c-ba35-c78c5bc909b5","05-Garderet-L","1","Paragraph 5","Progression and response were determined according to EBMT criteria 15 with reference to investigator - reported TTP or response reports . Two additional PR subcategories were defined . The nCR category was a PR subcategory meeting all CR criteria except for a positive immunofixation . The very good partial response ( VGPR ) subcategory ( International Myeloma Working Group [ IMWG ] criteria ) was a PR subcategory attained by patients who had had a 90 % or greater reduction in their serum M - component since diagnosis . All patients , including those who discontinued treatment , were followed up for progression every 3 weeks for the first 6 months and every 6 weeks thereafter . Safety , assessed in all patients who received one or more drug doses until 30 days after the last dose , was graded according to National Cancer Institute Common Toxicity Criteria ( NCI CTC , version 3 ) .","Assessments"
"2347b3d8-5182-467c-ba35-c78c5bc909b5","05-Garderet-L","1","Paragraph 6","The study was designed to provide 90 % power to detect a hazard ratio ( HR ) of 0.67 ( VTD v TD ) for TTP at a one - sided overall significance level of 0.025 . Four interim analyses were planned to test for efficacy and futility using an alpha - spending function as for O'Brien - Fleming - type boundaries ( for details , see Fig 1 ; implementation in EAST v 3.1.0 , Cambridge , MA ) . The trial was stopped for superiority of VTD over TD after the second interim analysis performed after 134 events and a median follow - up of 24 months .","Statistical Analysis"
"2347b3d8-5182-467c-ba35-c78c5bc909b5","05-Garderet-L","1","Paragraph 7","Median TTP was estimated from the cumulative incidence curve for progression ( death without progression was a competing risk ) . The adjusted analysis was performed on the stratified Cox regression for the cause - specific hazard . Similar methods for competing risk end points were used to calculate time to achievement of response ( with death and progression as competing events ) . The Kaplan - Meier probability estimator and Cox models were used to calculate PFS , OS , and duration of response ( DOR ) . All analyses were performed using R v 2.10.0 software ( http://www.r-project.org ) .","Statistical Analysis"
"2347b3d8-5182-467c-ba35-c78c5bc909b5","05-Garderet-L","1","Paragraph 8","From January 2006 to July 2010 , 135 and 134 patients were randomly assigned to VTD and TD , respectively ( Fig 1 ) . Their baseline demographic data and other characteristics , including number of prior ASCTs , were well balanced ( Table 1 ) . Median follow - up at the last update ( March 2 , 2011 ) was 30 months ( range , 1 to 62 months ) with 22 patients still being treated ( 11 in each arm ) .","Patients and Treatment"
"2347b3d8-5182-467c-ba35-c78c5bc909b5","05-Garderet-L","1","Paragraph 9","Median TTP was longer in patients receiving VTD than TD ( 19.5 v 13.8 months ) . VTD reduced the risk of developing disease progression by 40 % ( HR , 0.59 ; 95 % CI , 0.44 to 0.80 ; P ϭ .001 ; Fig 2A ) . Median PFS was significantly longer for VTD than TD ( 18.3 months [ 95 % CI , 15.5 to 20.6 months ] v 13.6 months [ 95 % CI , 9.9 to 16.1 months ] ; HR , 0.61 ; 95 % CI , 0.45 to 0.81 ; P ϭ .001 ; Fig 2B ) . During the 1-year treatment period ( cutoff , March 2 , 2011 ) , we recorded 14 deaths for VTD and 20 deaths for TD , 11 cases versus 17 cases of relapse / progression , three cases versus one case of infection , and zero cases versus two cases of secondary malignancy . The 24-month OS rates were not significantly different ( 71 % [ 95 % CI , 63 % to 81 % ] for VTD v 65 % [ 95 % CI , 57 % to 75 % ] for TD ; P ϭ .093 ; Fig 2C ) . Median TTP was longer in patients receiving VTD than TD regardless of the number of previous ASCTs ( one or more ; Fig 3 ) .","Efficacy (ITT population)"
"2347b3d8-5182-467c-ba35-c78c5bc909b5","05-Garderet-L","1","Paragraph 10","Complete response ( CR ϩ nCR ) rate was higher for VTD than for TD ( 45 % v 25 % ; P ϭ .001 ) , and the median DOR was longer ( 17.2 v 13.4 months ; P ϭ .03 ) . If the VGPRs were included with the complete responders ( CR ϩ nCR ) , the response rate rose to 56 % for VTD and 35 % for TD ( P Ͻ .001 ; Table 2 ) . Median time to first response ( PR or better ) was significantly shorter in patients treated with VTD than in those treated with TD ( 1.5 v 2.6 months ; P Յ .001 ) .","Efficacy (ITT population)"
"2347b3d8-5182-467c-ba35-c78c5bc909b5","05-Garderet-L","1","Paragraph 11","In a multivariate analysis of the overall study population , randomization to receive VTD was the key independent variable positively related to a better TTP ( HR , 0.47 ; 95 % CI , 0.31 to 0.72 ; P Ͻ .001 ) . The variables related to a worse TTP were high ␤ 2microglobulin ( for the logarithm : HR , 2.41 ; 95 % CI , 1.63 to 3.58 ; P Ͻ .001 ) , high International Staging System score ( HR , 1.53 ; 95 % CI , 1.16 to 2.02 ; P ϭ .02 ) , and a chromosome 13 deletion ( HR , 2.3 ; 95 % CI , 1.49 to 3.57 ; P Ͻ .001 ) . A secondary analysis showed that early relapse , within 1 year from last ASCT , remained a bad prognosis parameter , but this risk factor had a lower impact in the VTD group .","Efficacy (ITT population)"
"02215d21-ed3b-4a01-8a95-dd5c947badf2","04-Fukushima-T","1","Document Description","Efficacy and Safety of Bortezomib plus Dexamethasone Therapy for Refractory or Relapsed Multiple Myeloma : Once - weekly Administration of Bortezomib may Reduce the Incidence of Gastrointestinal Adverse Events Efficacy and Safety of Bortezomib plus Dexamethasone Therapy for Refractory or Relapsed Multiple Myeloma : Once - weekly Administration of Bortezomib may Reduce the Incidence of Gastrointestinal Adverse Events MDToshihiroFukushima","DOCUMENT DESCRIPTION"
"02215d21-ed3b-4a01-8a95-dd5c947badf2","04-Fukushima-T","1","Document Description","Efficacy and Safety of Bortezomib plus Dexamethasone Therapy for Refractory or Relapsed Multiple Myeloma : Once - weekly Administration of Bortezomib may Reduce the Incidence of Gastrointestinal Adverse Events","DOCUMENT DESCRIPTION"
"02215d21-ed3b-4a01-8a95-dd5c947badf2","04-Fukushima-T","1","Document Description","Efficacy and Safety of Bortezomib plus Dexamethasone Therapy for Refractory or Relapsed Multiple Myeloma : Once - weekly Administration of Bortezomib may Reduce the Incidence of Gastrointestinal Adverse Events","DOCUMENT DESCRIPTION"
"02215d21-ed3b-4a01-8a95-dd5c947badf2","04-Fukushima-T","1","Document Description","Efficacy and Safety of Bortezomib plus Dexamethasone Therapy for Refractory or Relapsed Multiple Myeloma : Once - weekly Administration of Bortezomib may Reduce the Incidence of Gastrointestinal Adverse Events MDToshihiroFukushima","DOCUMENT DESCRIPTION"
"02215d21-ed3b-4a01-8a95-dd5c947badf2","04-Fukushima-T","1","Document Description","Department of Hematology and Immunology HisanoriUmehara Hisanori Umehara Department of Hematology and Immunology Department of Hematology and Immunology Department of Hematology and Immunology Kanazawa Medical University","DOCUMENT DESCRIPTION"
"02215d21-ed3b-4a01-8a95-dd5c947badf2","04-Fukushima-T","1","Document Description","Japan 1 - 1 Daigaku 920 - 0293 Uchinada Ishikawa Japan Efficacy and Safety of Bortezomib plus Dexamethasone Therapy for Refractory or Relapsed Multiple Myeloma : Once - weekly Administration of Bortezomib may Reduce the Incidence of Gastrointestinal Adverse Events Received April 6 , 2011 Revised May 23 , 2011 Accepted May 24 , 2011","DOCUMENT DESCRIPTION"
"02215d21-ed3b-4a01-8a95-dd5c947badf2","04-Fukushima-T","1","Paragraph 0","Multiple myeloma ( MM ) is a hematological malignancy characterized by monoclonal proliferation of plasma cells and the presence of monoclonal immunoglobulin in serum and urine . Its common clinical features are anemia , renal dysfunction , osteolysis and hypercalcemia ( 1)(2)(3 ) . In the past decade , there have been major advances as a result of new anti - myeloma agents ( 2,3 ) . A proteasome inhibitor , bortezomib , is one of these new agents ( 4,5 ) and has been successfully used for the treatment of MM . Bortezomib plus dexamethasone ( BD ) therapy has been established as one of the most promising therapies for refractory or relapsed MM . On the other hand , the use of bortezomib is associated with some severe adverse events , with 22 % and 37 % of patients being unable to continue bortezomib therapy due to adverse events in the SUMMIT and APEX study , respectively ( 6,7 ) .",""
"02215d21-ed3b-4a01-8a95-dd5c947badf2","04-Fukushima-T","1","Paragraph 1","Bortezomib - melphalan - prednisolone ( VMP ) therapy has also been established as a standard chemotherapy for newly diagnosed MM patients who were not eligible for high - dose therapy followed by autologous peripheral blood stem cell transplantation ( auto - PBSCT ) ; however , 46 % of patients",""
"02215d21-ed3b-4a01-8a95-dd5c947badf2","04-Fukushima-T","1","Paragraph 2","Patients . We retrospectively analyzed the medical records of 22 patients with relapsed or refractory MM who began BD therapy in Kanazawa Medical University Hospital between January 2007 and July 2010 . The diagnosis of MM was confirmed using the International Myeloma Working Group ( IMWG ) criteria ( 1 ) . The clinical stage was determined by the International Staging System ( ISS ) ( 9 ) .","Patients and Methods"
"02215d21-ed3b-4a01-8a95-dd5c947badf2","04-Fukushima-T","1","Paragraph 3","Patients received bortezomib ( 1.3 mg / m 2 ) as an intravenous bolus on days 1 , 4 , 8 and 11 in a 3-week cycle ( twiceweekly administration ) , or on days 1 , 8 , 15 and 22 in a 5-week cycle ( once - weekly administration ) . Dexamethasone at 20 mg was given intravenously or orally on the day of and day after bortezomib treatment . BD therapy was continued until achieving a complete response ( CR ) , disease progression or the development of severe adverse events . If patients were eligible for high - dose therapy , hematopoietic stem cells were harvested by high - dose cyclophosphamide ( 3 g / m 2 ) , and high - dose melphalan ( 140 mg / m 2 ) was given followed by auto - PBSCT .","Treatment."
"02215d21-ed3b-4a01-8a95-dd5c947badf2","04-Fukushima-T","1","Paragraph 4","Assessments . Response to BD therapy was assessed using the IMWG uniform criteria ( 10 ) . Progression - free survival ( PFS ) and overall survival ( OS ) were defined as the time from starting BD therapy until the date of disease progression and death , respectively . Adverse events were graded using the National Cancer Institute 's Common Terminology Criteria for Adverse Events , version 3.0 ( 11 ) .","Treatment."
"02215d21-ed3b-4a01-8a95-dd5c947badf2","04-Fukushima-T","1","Paragraph 5","Statistical analysis . Response rates and the incidence of any adverse events were compared using Fisher 's exact test . Time - to - event analysis was performed according to the Kaplan - Meier method , and the log - rank test was applied to assess differences between subgroups . A value of p<0.05 was considered statistically significant .","Treatment."
"02215d21-ed3b-4a01-8a95-dd5c947badf2","04-Fukushima-T","1","Paragraph 6","Patients ' characteristics . Table I shows the characteristics of the 22 patients . The median age was 69 years ( range 42 - 81 years ) . Performance status ( PS ) of all patients was ≥2 , including PS 3 in seven patients and PS 4 in three patients . Six patients had plasmacytomas . Three patients had renal impairment ( serum creatinine ≥2 mg / dl ) . The median time from diagnosis to starting BD therapy was 10 months ( range 1 - 180 months ) . The median number of prior therapies was two ( range 1 - 4 , radiotherapy was counted as one regimen ) .","Results"
"02215d21-ed3b-4a01-8a95-dd5c947badf2","04-Fukushima-T","1","Paragraph 7","Twenty - one had received corticosteroids , and five had received corticosteroids alone . Fifteen had received melphalan - containing therapy . One had received high - dose melphalan followed by auto - PBSCT . Two had received thalidomide . Three had received radiotherapy .","Results"
"02215d21-ed3b-4a01-8a95-dd5c947badf2","04-Fukushima-T","1","Paragraph 9","Adverse events . to continue BD therapy due to PN . Pulmonary , cardiac and dermatologic ≥grade 3 adverse events did not develop . Herpes zoster developed in four patients without prophylaxis , two with twice - weekly , one with once - weekly and one with each twice - weekly and once - weekly administration , but did not develop in patients who received prophylactic 500 mg valaciclovir administration .","Results"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Document Description","UCLA School of Medicine Los Angeles CA USA NatalieCallander Department of Hematology University of Wisconsin Madison WI USA JohnLister Western Pennsylvania Hospital Pittsburgh PA MartinOken","DOCUMENT DESCRIPTION"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Document Description","UCLA School of Medicine Los Angeles CA USA NatalieCallander Department of Hematology University of Wisconsin Madison WI USA JohnLister Western Pennsylvania Hospital Pittsburgh PA MartinOken","DOCUMENT DESCRIPTION"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Document Description","UCLA School of Medicine Los Angeles CA USA NatalieCallander Department of Hematology University of Wisconsin Madison WI USA JohnLister Western Pennsylvania Hospital Pittsburgh PA MartinOken","DOCUMENT DESCRIPTION"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Document Description","01 Jul 2009 . 1042 - 8194 ( Print ) 1029 - 2403 01 Jul 2009 . 01 Jul 2009 . 10.1080/10428190902748971 Received 7 November 2008 ; revised 6 January 2009 ; accepted 13 January 2009","DOCUMENT DESCRIPTION"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 0","Dexamethasone is an important therapeutic agent for patients with multiple myeloma . Despite high initial response rates , complete responses are few and eventually all patients develop resistance , resulting in a compromised median survival of 2 - 3 years [ 1 ] . Bcl-2 , an anti - apoptotic member of the Bcl-2 family of proteins that regulate mitochondria - mediated apoptosis , has been shown to be a key factor in chemotherapy resistance . It is over - expressed in many cancers [ 2,3 ] , including multiple myeloma [ 4 ] .","Introduction"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 1","This over - expression shifts the balance of pro - apoptotic and anti - apoptotic proteins in favour of the latter , thereby preventing apoptosis induced by a wide variety of cell death stimuli , including chemotherapeutic agents , antitumor antibodies and radiation [ 5,6 ] .","Introduction"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 2","Evidence for the role of Bcl-2 in the development of resistance to chemotherapy in multiple myeloma has been found in a variety of studies . Several groups have shown that over - expression of Bcl-2 in multiple myeloma cells confers resistance to dexamethasone [ 7][8][9][10][11 ] and paclitaxel [ 12 ] . However , Bcl-2 over - expression does not result in resistance to melphalan or gemcitabine , drugs which induce apoptosis through a separate pathway [ 9,12 ] .","Introduction"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 3","Theoretically , any agent that interferes with Bcl-2 expression can increase chemotherapy sensitivity and/or reverse resistance to therapy , enhancing the ability of cytotoxic drugs such as dexamethasone to cause cell death [ 5 ] . One means of inhibiting Bcl-2 is through the use of antisense therapy to downregulate bcl-2 mRNA , thereby decreasing levels of Bcl-2 protein . Oblimersen sodium is a bcl-2 antisense oligonucleotide that is complementary to the first six codons of the open - reading frame of bcl-2 mRNA . It forms an aberrant heteroduplex with bcl-2 mRNA that is detected and cleaved by RNAse - H , resulting in the degradation of bcl-2 mRNA and decreased translation of the Bcl-2 protein [ 6,13 ] . Preclinically in myeloma cells , oblimersen is reported to decrease bcl-2 mRNA levels and significantly enhance susceptibility to dexamethasone - and doxorubicin - induced apoptosis [ 14 ] .","Introduction"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 4","The preclinical evidence that Bcl-2 overexpression in myeloma cells confers resistance to dexamethasone and that oblimersen can downregulate Bcl-2 protein levels and enhance susceptibility to dexamethasone prompted us to investigate oblimersen in multiple myeloma . The clinical trial reported here was undertaken to determine the role of oblimersen in combination with dexamethasone for the treatment of patients with relapsed or refractory multiple myeloma .","Introduction"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 5","This was a Phase III , multicentre , randomised , openlabel , parallel - group study designed to evaluate whether the addition of oblimersen sodium to dexamethasone improved clinical outcomes over that of dexamethasone alone in patients with relapsed / refractory multiple myeloma .","Patients and methods"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 6","The primary objective was to compare time to tumor progression ( TTP ) in the two groups . Key secondary objectives included a comparison of the treatment groups with respect to objective response rate , duration of response among responding patients and survival .","Patients and methods"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 8","Patients enrolled with multiple myeloma were to have relapsed after achieving at least a partial response to prior therapy or were to have refractory disease ( i.e. primary resistance / progressive disease after achieving less than a partial response following treatment with two cycles of chemotherapy [ including at least one myelosuppressive drug ] ) within the 3 months prior to randomisation or progressive disease after high - dose chemotherapy and autologous stem cell transplantation . Patients also had to have measurable disease as determined by serum M protein level 41.0 g / dL ( measured by serum protein electrophoresis ) or urine M protein excretion 4200 mg in 24 h.","Key inclusion/exclusion criteria"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 9","Other requirements included bone marrow plasmacytosis with 45 % total nucleated cells ; prothrombin time ( PT ) 51.5 times the upper limit of normal ( 6ULN ) and partial thromboplastin time 51.5 6ULN ; creatinine 1.5 mg / dL ; absolute neutrophil count 41000 / mL ; platelets 50 000 / mL ; and ECOG performance status 0 - 3 . Patients were excluded if they had 46 prior treatment regimens , a previous allogeneic stem cell transplant or a history of renal dialysis or other significant medical disease .","Key inclusion/exclusion criteria"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 10","Eligible patients were stratified according to three parameters : relapse after response vs. primary resistance to treatment ; prior vs. no prior autologous stem cell transplantation and one to two prior treatment regimens vs. three to six prior treatment regimens . Following stratification , they were centrally randomised via an interactive voice response system in a 1:1 ratio to treatment with oblimersen plus dexamethasone or dexamethasone alone .","Stratification and randomisation"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 11","Treatment was administered in two phases : the induction period ( cycle 1 ) and the retreatment period ( cycles subsequent to cycle 1 ) . Cycle 1 : during the 28-day induction period , patients in the oblimersen/ dexamethasone group received oblimersen 7 mg / kg/ day by continuous intravenous infusion for 7 consecutive days ( days 1 - 7 ) during each of weeks 1 and 3 and dexamethasone 40 mg orally on days 4 , 5 , 6 and 7 during each of weeks 1 , 2 and 3 . Patients in the dexamethasone only group received dexamethasone 40 mg orally on days 1 , 2 , 3 and 4 during each of weeks 1 , 2 and 3 . No treatment was given during week 4 to patients in either group . Cycles subsequent to cycle 1 : patients in the combination arm received oblimersen 7 mg / kg / day by continuous infusion for seven consecutive days ( days 1 - 7 ) and dexamethasone 40 mg orally on days 4 , 5 , 6 and 7 during week 1 . Patients in the dexamethasone only group received dexamethasone 40 mg orally on days 1 , 2 , 3 and 4 during week 1 . No treatment was given during weeks 2 and 3 to patients in either group . Retreatment cycles were repeated every 3 weeks for a maximum of 1 year in patients who had stable or responsive disease and who tolerated therapy . Prophylaxis : All patients received concomitant prophylactic treatment with antibiotics , histamine - receptor antagonists and pamidronate or zoledronic acid .","Treatment protocol"
"34d3136b-565a-439c-bcf4-d430dc292e94","02-Chanan-Khan","1","Paragraph 12","Efficacy and safety evaluations were performed on day 15 and at the end of the induction period ( i.e. week 4 ) , 7 days before each retreatment cycle , and within 4 weeks after withdrawal from the study . Patients were followed every 2 months for up to 2 years from the date of last dose of study medication .","Efficacy and safety evaluations and endpoints"
